,Time,Wind speed.mean,Rainfall.mean,Wind direction.mean,Global radiation.mean,Air temperature.mean,Ground moisture.mean,Air moisture.mean
241,01/05/2019 02:00,1.333333333,0.025,51.10555556,131.3319444,11.30694444,27.0,85.75694444
242,01/05/2019 14:00,1.372222222,0.0,40.74861111,245.8875,14.87916667,27.52777778,65.5875
243,02/05/2019 02:00,0.361111111,0.0,63.66527778,236.0583333,10.30972222,27.99861111,83.66111111
244,02/05/2019 14:00,1.358333333,0.0,106.6888889,339.4097222,19.51388889,28.58611111,51.23472222
245,03/05/2019 02:00,0.636111111,0.0,108.9638889,148.7013889,11.80694444,29.69444444,73.52638889
246,03/05/2019 14:00,1.375,0.118055556,101.2888889,214.6347222,15.80138889,29.99583333,74.05555556
247,04/05/2019 02:00,0.152777778,0.001388889,80.68194444,184.5361111,10.81267606,30.40833333,92.23472222
248,04/05/2019 14:00,0.555555556,0.058333333,205.025,155.0194444,14.45694444,29.96944444,85.4125
249,05/05/2019 02:00,1.225,0.094444444,230.4611111,77.7125,10.27361111,29.05555556,94.52535211
250,05/05/2019 14:00,2.641666667,0.015277778,46.87361111,127.0138889,6.676388889,26.9375,86.08611111
251,06/05/2019 02:00,1.366666667,0.101388889,35.89722222,57.06388889,4.966666667,23.33611111,91.47916667
252,06/05/2019 14:00,1.994444444,0.0125,35.18472222,85.55972222,6.334722222,18.41527778,87.45555556
253,07/05/2019 02:00,1.319444444,0.004166667,53.06111111,217.6527778,7.645833333,12.60138889,77.85
254,07/05/2019 14:00,0.9,0.0,63.50972222,210.2888889,9.863888889,11.95277778,69.94027778
255,08/05/2019 02:00,0.319444444,0.0,90.98055556,253.875,5.9625,11.16527778,85.03194444
256,08/05/2019 14:00,0.627777778,0.0,160.0722222,324.4263889,15.50416667,13.10138889,63.075
257,09/05/2019 02:00,0.005555556,0.056944444,89.2125,45.74166667,8.941666667,13.0,95.72083333
258,09/05/2019 14:00,0.158333333,0.270833333,231.871831,45.98611111,10.6,4.123611111,96.675
259,10/05/2019 02:00,0.141666667,0.001388889,54.25416667,237.25,8.726388889,0.0,89.91944444
260,10/05/2019 14:00,1.069444444,0.031944444,210.9236111,350.6875,18.32361111,0.0,68.13333333
261,11/05/2019 02:00,0.219444444,0.001388889,62.99444444,255.5069444,12.70972222,0.0,87.59861111
