,Wind speed.mean,Wind direction.mean,u10,v10
334,1.511111111,76.60277778,1.9611826,-2.0752535
335,0.505555556,64.20694444,0.43988723,-1.6928751
336,0.047222222,94.38611111,-0.17224897,-1.1443911
337,0.151388889,281.0958333,-0.9509868,-0.1098519
338,0.063888889,228.6,-0.98820084,0.79536986
339,0.425,252.0305556,-0.42826766,1.1940986
340,0.0625,121.0069444,-0.10230039,-0.5840157
341,0.225,66.525,1.3330237,-0.6362257
342,0.283333333,107.8361111,1.1355827,0.15249896
343,0.040277778,285.1402778,1.2837496,-0.3642133
344,0.080555556,270.5930556,-0.19809203,-0.3329987
345,0.895833333,188.3444444,-2.6523223,0.28961992
346,0.290277778,132.6416667,-0.23565061,0.48935592
347,0.384722222,227.5569444,-0.71340287,-1.5070744
348,1.452777778,70.525,1.5187492,-1.2332039
349,0.448611111,287.8861111,-0.23289402,-3.2536025
350,0.343055556,192.5736111,0.3871674,-1.3530455
351,0.369444444,278.1236111,-1.9709266,-0.47216356
352,0.120833333,280.5625,-1.1486002,-0.995193
353,0.184722222,294.0680556,-1.748504,-0.30327058
354,0.070833333,262.7611111,1.393841,0.0252254
355,0.077777778,120.9666667,2.0402625,0.3067137
356,1.222222222,69.83611111,1.8398925,-3.582656
357,1.433333333,78.00555556,0.43592465,-3.574852
358,0.147222222,71.28333333,0.14820512,-1.4773462
359,0.158333333,279.2388889,-1.8184527,-0.1308474
360,0.020833333,267.1166667,0.5096635,0.9289607
361,0.083333333,208.0486111,-1.4201248,1.6998485
362,0.052777778,210.6916667,-0.53904825,1.6063906
363,0.041666667,190.1847222,-0.09851007,0.8576132
364,0.888888889,91.32638889,1.3154504,-1.0147021
365,0.802777778,102.1708333,-0.76543355,-3.1960044
366,0.643055556,83.33472222,0.68074465,-1.825537
367,0.523611111,264.7291667,-1.4435558,-1.6759673
368,0.854166667,97.54583333,-1.3892853,-1.7077394
369,1.166666667,84.42222222,-0.6429374,-3.0665011
370,0.045833333,81.51388889,0.3067093,-0.304757
371,0.05,178.8,0.85544384,0.9350922
372,0.058333333,200.5402778,0.4605617,-0.80270326
373,0.058333333,186.1583333,-0.22445197,1.7884756
374,0.6,114.9777778,0.9638125,1.5283543
375,1.3,145.0555556,0.68729156,-0.4639883
376,0.443055556,94.62777778,2.4718418,-0.9875752
377,0.405555556,270.2416667,-1.5899999,-1.9975886
378,0.008333333,107.5402778,0.48709393,-1.3127267
379,0.206944444,263.6125,0.29757807,-0.41289312
380,0.302777778,172.9666667,-0.31283528,-1.7467575
381,1.072222222,68.03194444,1.1622872,-1.1364017
382,0.727777778,66.35833333,1.8423045,-0.6865778
383,0.883333333,73.7875,2.4654672,-0.7716746
384,0.008333333,72.06666667,1.1738304,0.6924362
385,0.055555556,194.0541667,0.95537037,-0.96973825
386,0.084722222,209.2708333,0.5355066,0.716962
387,0.134722222,110.2166667,1.6808715,-1.7497303
388,2.038888889,75.42222222,2.9604483,-0.7538377
389,1.734722222,183.2916667,2.224782,-2.9379268
390,0.575,107.8625,1.0878592,-1.638993
391,0.204166667,272.4513889,-1.425638,-2.0845435
392,0.790277778,228.7333333,1.308559,-1.0308667
393,0.525,233.2180556,-0.421893,-2.4240017
394,0.234722222,252.5013889,2.0912595,-0.17766923
395,0.734722222,99.10138889,1.4164107,-1.6709507
396,0.001388889,149.3916667,0.2918926,1.0527042
397,0.626388889,200.4416667,-0.2344446,-0.67059886
398,0.072222222,144.4694444,0.2140188,1.0543762
399,0.050909091,252.0927273,-0.16759722,0.7712158
400,0.072222222,144.4694444,0.4648689,0.8193382
401,0.043548387,199.5403226,-0.6798068,1.6329602
402,0.011111111,186.0847222,0.8664702,1.4583074
403,0.077777778,114.0597222,0.89989394,1.2907151
404,0.745833333,64.43472222,0.8940362,-2.1200314
405,1.027777778,66.51666667,0.36373633,-2.236157
406,0.955555556,66.38888889,1.1908869,-1.1033291
407,2.191666667,67.40138889,1.9975352,-2.6203933
408,0.116666667,113.1597222,-0.4001848,-1.4550501
409,0.261111111,259.1361111,-0.9861334,-2.5198748
410,0.043055556,241.675,1.027214,0.43342984
411,0.075,135.4888889,0.19058776,-0.75885427
412,0.330555556,128.3305556,-0.71753776,1.5590113
413,0.148611111,122.4958333,0.08084084,-0.6640959
414,0.033333333,105.0430556,0.2462365,0.81543636
415,0.201388889,218.7513889,0.06619644,1.1123463
416,0.402777778,239.6236111,-0.8228052,-0.9050796
417,0.206944444,220.3097222,-3.9263856,1.9324712
418,0.409722222,143.9847222,-0.6777394,0.7875663
419,0.897222222,84.89861111,0.701936,-1.6363918
420,0.9,78.94027778,1.8393756,-0.16763598
421,1.083333333,70.06666667,2.0864356,-1.409529
422,0.929166667,70.66666667,1.801817,-0.45748532
423,1.283333333,65.475,1.5745703,-2.0341914
424,2.588888889,67.90277778,1.4138263,-2.6244807
425,0.829166667,65.24861111,1.3593837,-1.4478039
426,0.166666667,127.8486111,0.32083684,-1.1102037
427,0.523611111,222.1736111,-1.7354102,-0.3642133
428,1.315277778,65.72638889,1.1042265,-1.6163253
429,2.298611111,72.41527778,2.7526698,-2.406908
430,1.486111111,76.00555556,2.166549,-1.9949875
431,1.606944444,76.60277778,2.1420841,-2.587878
432,0.020833333,91.88333333,1.9894377,-0.18565863
433,0.075,170.1888889,0.29499376,1.2676758
434,0.018055556,183.2125,0.45022446,1.778814
435,0.068055556,141.7666667,1.380575,0.5008756
436,0.027777778,131.7375,0.85733896,1.1953992
437,0.219444444,89.05972222,3.7509015,0.8962598
438,0.541666667,166.7138889,1.3524922,-0.5033781
439,0.725,289.0472222,-2.2324586,-2.9081988
440,0.080555556,66.78055556,0.20747189,-0.6544342
441,0.145833333,276.3263889,-1.3069321,-0.04482156
442,0.097222222,282.2319444,0.30877674,1.5701596
443,0.143055556,262.0013889,-0.7366616,1.192798
444,0.868055556,144.2277778,0.082391426,-1.2764955
445,0.276388889,254.4847222,-0.6110643,-1.5143206
446,0.036111111,277.4347222,-0.1796573,-0.10966611
447,0.026388889,248.8083333,-0.405698,0.1508267
448,2.030555556,116.7055556,-0.08041991,0.7526357
449,2.738888889,76.25972222,1.1733136,-3.695437
450,2.5125,72.69305556,1.9346504,-2.9553921
451,1.119444444,66.30972222,2.887743,-2.1947234
452,0.116666667,74.95972222,0.20661046,-0.91697085
453,0.181944444,225.2930556,-0.72959787,-1.1306418
454,0.158333333,231.3694444,0.7579293,0.45609748
455,1.116666667,61.48472222,2.3259146,-1.6302603
456,0.093055556,59.88194444,1.8795185,-0.79898727
457,0.094444444,223.7263889,0.056203783,0.263422
458,0.080555556,227.3555556,0.6504221,1.9426903
459,0.202777778,229.0305556,-0.01719053,1.5790778
460,0.098611111,266.3236111,0.22849092,1.5677441
461,0.084722222,307.7222222,-0.23513375,0.13354719
462,0.058333333,291.3319444,-0.06491406,-1.0457308
463,0.209722222,283.6708333,-1.6985408,0.33978617
464,0.948611111,234.2736111,-1.0307558,1.8969833
465,3.770833333,83.71944444,-0.5561047,-4.2340736
466,1.591666667,69.66944444,1.2661763,-3.0055585
467,0.577777778,121.4972222,-0.84813136,-1.9570841
468,0.406944444,109.3513889,-0.49253076,-1.4661982
469,0.418055556,252.9305556,-2.308954,-1.7162862
470,0.083333333,111.5347222,-0.6725708,-1.812531
471,0.495833333,253.025,-2.385105,-0.93908113
472,0.454166667,83.73055556,0.756551,-1.0708139
473,0.234722222,157.9180556,-1.4473461,0.3095007
474,0.131944444,164.0583333,0.061027825,-1.0529771
475,0.347222222,301.0319444,-2.0980744,-0.6299085
476,0.151388889,249.9833333,-0.5781574,1.2531832
477,0.459722222,286.6805556,-1.8823711,-0.75086486
478,0.020833333,277.7013889,-0.29595113,-0.6100278
479,0.305555556,294.3666667,-1.7543617,0.36449766
480,0.025,294.3875,-0.60606796,0.9653777
481,0.1,328.3138889,-1.2828119,-0.24511492
482,0.398611111,244.0013889,-0.2492613,-1.1022143
483,0.204166667,302.9416667,-1.6091237,-1.5068886
484,0.119444444,255.3777778,0.26570493,-1.7586488
485,0.451388889,289.2708333,-1.0043958,-1.8121593
486,0.098611111,307.3152778,1.2584234,-0.7761338
487,0.3125,226.3694444,-1.6484052,0.85464036
488,0.013888889,227.7805556,-0.99044055,0.7749318
489,2.361111111,192.1208333,-0.2721755,-1.3504442
490,5.047222222,71.80694444,1.8286939,-3.4299273
491,0.913888889,79.90694444,2.4832127,-1.9838394
492,0.226388889,123.5236111,0.9469283,-0.5767695
493,0.3125,238.9222222,-1.7588413,-0.5685942
494,0.072222222,195.075,0.5484281,-0.53515005
495,0.3,302.3125,-1.7621148,-0.2690832
496,0.6125,202.5875,-1.4642303,-1.5321574
497,1.043055556,185.1666667,-1.5901722,-2.143814
498,1.026388889,98.32361111,0.9231527,-0.5479703
499,0.211111111,138.25,-0.58332604,-0.64700216
500,0.088888889,97.22916667,0.08256371,-0.27038383
501,0.345833333,287.7097222,-1.8206924,0.021880984
502,0.025,184.0111111,0.40181178,0.8800951
503,0.25,115.0819444,3.2018225,-0.59293413
504,0.183333333,120.6958333,1.3028735,-0.53775126
505,0.425,305.8,-2.716241,-0.013792813
506,0.193055556,245.9458333,-1.2692012,-1.2272582
507,0.465277778,265.1263889,-2.1940384,-0.51675576
508,0.870833333,63.81388889,0.14165822,-1.898371
509,0.775,98.84722222,-0.3040486,-2.803407
510,1.270833333,65.00833333,1.1385115,-1.5966303
511,1.055555556,63.41527778,0.69556135,-3.1068196
512,0.905555556,62.87916667,1.800611,-0.83410364
513,0.852777778,286.4125,-1.4780133,-3.6696105
514,0.072222222,284.3180556,-0.5195798,-1.8682712
515,0.108333333,192.4888889,-0.54559517,0.17033577
516,0.0875,137.9902778,1.0020602,1.4677833
517,0.206944444,103.1666667,1.0690799,-0.20033687
518,0.052777778,107.6833333,1.1324816,0.3977561
519,0.459722222,298.6291667,-1.2502496,-1.2174108
520,0.291666667,242.4111111,-1.398072,-2.3411345
521,0.0,139.3125,0.7629256,-0.9985374
522,0.027777778,53.82361111,-0.7992018,-1.0251069
523,0.313888889,210.3097222,-0.9279004,-1.7530746
524,0.519444444,86.11388889,-0.2921608,-3.0826654
525,0.495833333,89.78194444,-0.8581241,-2.1140857
