dateandtime,air-temp-1.8m-2m,air-hum,air-temp-1m,soil-temp,leaf-hum,rain
29.12.2019. 6:10:00,1,68.1,1.1,2.6,0,0
29.12.2019. 6:00:00,0.9,68.9,1,2.5,0,0
29.12.2019. 5:50:00,1,69.3,1.1,2.6,0,0
29.12.2019. 5:40:00,0.9,69.1,1.1,2.6,0,0
29.12.2019. 5:30:00,1,68.7,1.1,2.6,0,0
29.12.2019. 5:20:00,1.1,68.4,1.2,2.6,0,0
29.12.2019. 5:10:00,1,67.9,1.1,2.6,0,0
29.12.2019. 5:00:00,1.2,66.8,1.2,2.6,0,0
29.12.2019. 4:50:00,1.1,67.8,1.2,2.6,0,0
29.12.2019. 4:40:00,1.2,66.8,1.3,2.6,0,0
29.12.2019. 4:30:00,1.1,68.3,1.2,2.6,0,0
29.12.2019. 4:20:00,1.2,66.8,1.2,2.6,0,0
29.12.2019. 4:10:00,1.2,66.7,1.3,2.6,0,0
29.12.2019. 4:00:00,1.2,65.9,1.3,2.6,0,0
29.12.2019. 3:50:00,1.2,65.3,1.4,2.6,0,0
29.12.2019. 3:40:00,1.2,65.9,1.3,2.6,0,0
29.12.2019. 3:30:00,1.2,65.9,1.4,2.7,0,0
29.12.2019. 3:20:00,1.2,66.7,1.3,2.7,0,0
29.12.2019. 3:10:00,1.3,65.6,1.4,2.6,0,0
29.12.2019. 3:00:00,1.2,66.2,1.3,2.7,0,0
29.12.2019. 2:50:00,1.2,66.9,1.2,2.7,0,0
29.12.2019. 2:40:00,1,67.2,1.2,2.7,0,0
29.12.2019. 2:30:00,1.1,67.8,1.2,2.7,0,0
29.12.2019. 2:20:00,1.2,68.3,1.2,2.8,0,0
29.12.2019. 2:10:00,1.2,66.2,1.3,2.8,0,0
29.12.2019. 2:00:00,1.3,66.2,1.3,2.8,0,0
29.12.2019. 1:50:00,1.3,66.1,1.3,2.8,0,0
29.12.2019. 1:40:00,1.3,65.9,1.4,2.8,0,0
29.12.2019. 1:30:00,1.4,65.6,1.5,2.8,0,0
29.12.2019. 1:20:00,1.4,65.5,1.5,2.8,0,0
29.12.2019. 1:10:00,1.2,67.7,1.2,2.8,0,0
29.12.2019. 1:00:00,1.1,67.1,1.2,2.8,0,0
29.12.2019. 0:50:00,1.2,67.1,1.2,2.8,0,0
29.12.2019. 0:40:00,1.2,66.6,1.2,2.8,0,0
29.12.2019. 0:30:00,1.1,67.7,1.1,2.8,0,0
29.12.2019. 0:20:00,1.2,65,1.2,2.8,0,0
29.12.2019. 0:10:00,1.2,64.8,1.3,2.8,0,0
29.12.2019. 0:00:00,1.1,66,1.1,2.8,0,0
28.12.2019. 23:50:00,1.2,65.7,1.2,2.8,0,0
28.12.2019. 23:40:00,1.2,65.9,1.2,2.9,0,0
28.12.2019. 23:30:00,1.3,65.2,1.3,2.9,0,0
28.12.2019. 23:20:00,1.3,64.8,1.4,2.9,0,0
28.12.2019. 23:10:00,1.3,65,1.3,2.9,0,0
28.12.2019. 23:00:00,1.3,66,1.2,2.9,0,0
28.12.2019. 22:50:00,1.1,68.1,1.1,2.9,0,0
28.12.2019. 22:40:00,1.2,68.1,1.2,2.9,0,0
28.12.2019. 22:30:00,1.4,65.6,1.4,2.9,0,0
28.12.2019. 22:20:00,1.2,69.1,1.2,2.9,0,0
28.12.2019. 22:10:00,1.3,66.5,1.3,2.9,0,0
28.12.2019. 22:00:00,1.3,67.7,1.3,3,0,0
28.12.2019. 21:50:00,1.3,66.5,1.4,2.9,0,0
28.12.2019. 21:40:00,1.4,66,1.5,3,0,0
28.12.2019. 21:30:00,1.5,65.4,1.6,3,0,0
28.12.2019. 21:20:00,1.4,65.6,1.5,3,0,0
28.12.2019. 21:10:00,1.3,67.5,1.3,3,0,0
28.12.2019. 21:00:00,1.3,66,1.4,3.1,0,0
28.12.2019. 20:50:00,1.4,65.2,1.4,3.1,0,0
28.12.2019. 20:40:00,1.3,66.4,1.4,3.1,0,0
28.12.2019. 20:30:00,1.4,66.5,1.4,3.1,0,0
28.12.2019. 20:20:00,1.4,65.7,1.5,3.1,0,0
28.12.2019. 20:10:00,1.3,66,1.4,3.1,0,0
28.12.2019. 20:00:00,1.3,65.6,1.4,3.1,0,0
28.12.2019. 19:50:00,1.2,67.7,1.2,3.1,0,0
28.12.2019. 19:40:00,1.2,66.2,1.3,3.2,0,0
28.12.2019. 19:30:00,1.2,68,1.2,3.2,0,0
28.12.2019. 19:20:00,1.2,67,1.2,3.2,0,0
28.12.2019. 19:10:00,1.1,67.1,0.9,3.2,0,0
28.12.2019. 19:00:00,1.2,66.7,1.2,3.2,0,0
28.12.2019. 18:50:00,1.2,66.2,1.2,3.2,0,0
28.12.2019. 18:40:00,1.2,66,1.1,3.2,0,0
28.12.2019. 18:30:00,1.2,64.8,1.1,3.3,0,0
28.12.2019. 18:20:00,1.2,66,1.1,3.3,0,0
28.12.2019. 18:10:00,1.2,65.9,1.2,3.3,0,0
28.12.2019. 18:00:00,1.2,67,1.1,3.3,0,0
28.12.2019. 17:50:00,1,69.8,0.9,3.3,0,0
28.12.2019. 17:40:00,1.1,68.8,0.9,3.4,0,0
28.12.2019. 17:30:00,1.4,66.2,1.2,3.4,0,0
28.12.2019. 17:20:00,1.5,65.4,1.4,3.4,0,0
28.12.2019. 17:10:00,1.6,67.9,1.4,3.4,0,0
28.12.2019. 17:00:00,1.4,70.3,1.2,3.4,0,0
28.12.2019. 16:50:00,1.6,68.5,1.5,3.4,0,0
28.12.2019. 16:40:00,1.7,69.9,1.6,3.4,0,0
28.12.2019. 16:30:00,1.8,69.7,1.7,3.4,0,0
28.12.2019. 16:20:00,1.9,67.9,1.9,3.4,0,0
28.12.2019. 16:10:00,2,67.9,2,3.4,0,0
28.12.2019. 16:00:00,2.1,68.5,2.1,3.4,0,0
28.12.2019. 15:50:00,2.6,67.3,2.7,3.4,0,0
28.12.2019. 15:40:00,3.2,61.7,3.4,3.4,0,0
28.12.2019. 15:30:00,3.3,60.1,3.7,3.4,0,0
28.12.2019. 15:20:00,3.2,61.5,3.4,3.4,0,0
28.12.2019. 15:10:00,3.2,60.6,3.8,3.4,0,0
28.12.2019. 15:00:00,3.4,63,3.6,3.4,0,0
28.12.2019. 14:50:00,3.4,61.1,3.9,3.4,0,0
28.12.2019. 14:40:00,3.4,60.7,4.8,3.4,0,0
28.12.2019. 14:30:00,3.6,61.5,4.1,3.4,0,0
28.12.2019. 14:20:00,3.6,61.3,5.3,3.4,0,0
28.12.2019. 14:10:00,3.3,61.2,4,3.4,0,0
28.12.2019. 14:00:00,3.4,65.7,3.9,3.3,0,0
28.12.2019. 13:50:00,3.5,65.4,4.1,3.4,0,0
28.12.2019. 13:40:00,3.5,65.2,4,3.3,0,0
28.12.2019. 13:30:00,3.8,69.5,4.4,3.3,0,0
28.12.2019. 13:20:00,4,70.1,4.9,3.2,0,0
28.12.2019. 13:10:00,4,69.6,5.1,3.2,0,0
28.12.2019. 13:00:00,4,69.9,4.8,3.2,0,0
28.12.2019. 12:50:00,4,68.8,4.8,3.2,0,0
28.12.2019. 12:40:00,4,69.7,5.2,3.2,0,0
28.12.2019. 12:30:00,4,69,5,3.2,0,0
28.12.2019. 12:20:00,4,69.5,4.8,3.2,0,0
28.12.2019. 12:10:00,4.2,70.1,5.4,3.2,0,0
28.12.2019. 12:00:00,4.5,69.2,7.5,3.2,0,0
28.12.2019. 11:50:00,4.3,70.1,7,3.2,0,0
28.12.2019. 11:40:00,4,70.8,5.4,3.2,0,0
28.12.2019. 11:30:00,3.7,71.1,5.9,3.2,0,0
28.12.2019. 11:20:00,3.5,71.3,6.2,3.2,100,0
28.12.2019. 11:10:00,3.2,70.4,4.1,3.2,100,0
28.12.2019. 11:00:00,3.5,71.8,4.6,3.2,100,0
28.12.2019. 10:50:00,3.6,69.3,5.9,3.2,100,0
28.12.2019. 10:40:00,3.4,70.8,6.4,3.2,100,0
28.12.2019. 10:30:00,2.6,71.2,3.6,3.2,100,0
28.12.2019. 10:20:00,2.5,72,2.9,3.2,100,0
28.12.2019. 10:10:00,3,70.3,4.6,3.2,100,0
28.12.2019. 10:00:00,2.7,74.3,3.4,3.2,100,0
28.12.2019. 9:50:00,2.7,76.6,4,3.2,100,0
28.12.2019. 9:40:00,2.2,81,2.7,3.2,100,0
28.12.2019. 9:30:00,2,82.1,2.5,3.2,100,0
28.12.2019. 9:20:00,2,81.4,2.4,3.2,100,0
28.12.2019. 9:10:00,1.8,82.9,2.1,3.2,100,0
28.12.2019. 9:00:00,1.6,86.1,1.8,3.2,100,0
28.12.2019. 8:50:00,1.7,87,1.9,3.3,100,0
28.12.2019. 8:40:00,1.7,87.2,2,3.2,100,0
28.12.2019. 8:30:00,1.6,87.5,1.9,3.3,100,0
28.12.2019. 8:20:00,1.6,87.3,1.8,3.3,100,0
28.12.2019. 8:10:00,1.2,89.3,1.2,3.3,100,0
28.12.2019. 8:00:00,1.1,89.5,1.1,3.3,100,0
28.12.2019. 7:50:00,1.1,89.3,0.8,3.3,100,0
28.12.2019. 7:40:00,1.3,88.6,1.1,3.3,100,0
28.12.2019. 7:30:00,1.5,88.2,1.5,3.3,100,0
28.12.2019. 7:20:00,1.3,88.5,1.2,3.4,100,0
28.12.2019. 7:10:00,1.5,88,1.3,3.4,100,0
28.12.2019. 7:00:00,1.7,87.4,1.8,3.4,100,0
28.12.2019. 6:50:00,2,85.9,2,3.4,100,0
28.12.2019. 6:40:00,2,85.5,1.9,3.4,100,0
28.12.2019. 6:30:00,1.9,85.1,1.9,3.4,100,0
28.12.2019. 6:20:00,1.9,84.2,1.9,3.4,100,0
28.12.2019. 6:10:00,1.8,84.1,1.7,3.4,100,0
28.12.2019. 6:00:00,1.8,83.8,1.8,3.4,100,0
28.12.2019. 5:50:00,1.6,84.1,1.5,3.4,100,0
28.12.2019. 5:40:00,1.8,82.8,1.6,3.4,100,0
28.12.2019. 5:30:00,1.9,82.5,1.7,3.4,100,0
28.12.2019. 5:20:00,1.7,83,1.7,3.4,100,0
28.12.2019. 5:10:00,1.8,82.7,1.7,3.5,100,0
28.12.2019. 5:00:00,1.6,83,1.6,3.5,100,0
28.12.2019. 4:50:00,1.3,84.5,1.2,3.5,100,0
28.12.2019. 4:40:00,1.4,84,1.2,3.5,100,0
28.12.2019. 4:30:00,1.3,84.4,1.2,3.6,100,0
28.12.2019. 4:20:00,1.4,83.9,1.2,3.6,100,0
28.12.2019. 4:10:00,1.4,83.1,1.3,3.6,100,0
28.12.2019. 4:00:00,1.4,83.2,1.3,3.6,100,0
28.12.2019. 3:50:00,1.5,82.7,1.4,3.6,100,0
28.12.2019. 3:40:00,1.4,82.7,1.3,3.6,100,0
28.12.2019. 3:30:00,0.6,85.9,0.4,3.6,100,0
28.12.2019. 3:20:00,0.4,86.7,0,3.6,100,0
28.12.2019. 3:10:00,0.2,86.9,-0.2,3.7,100,0
28.12.2019. 3:00:00,0.3,86.8,-0.2,3.6,100,0
28.12.2019. 2:50:00,0.6,86.2,0.2,3.7,100,0
28.12.2019. 2:40:00,1,84.2,0.6,3.7,100,0
28.12.2019. 2:30:00,1.4,82.1,1.1,3.7,100,0
28.12.2019. 2:20:00,1.7,81.4,1.4,3.7,100,0
28.12.2019. 2:10:00,2.2,79.1,2,3.7,100,0
28.12.2019. 2:00:00,2.4,79.3,2.3,3.8,100,0
28.12.2019. 1:50:00,2.3,80,2.2,3.8,100,0
28.12.2019. 1:40:00,2.1,81.2,2.1,3.8,100,0
28.12.2019. 1:30:00,2,81.2,1.9,3.8,100,0
28.12.2019. 1:20:00,1.7,81.9,1.6,3.8,100,0
28.12.2019. 1:10:00,1.4,83.5,1.3,3.8,100,0
28.12.2019. 1:00:00,1.2,83.9,1.1,3.8,100,0
28.12.2019. 0:50:00,1.2,84.5,1,3.8,100,0
28.12.2019. 0:40:00,1.1,85.2,0.9,3.8,100,0
28.12.2019. 0:30:00,1,87,0.7,3.9,100,0
28.12.2019. 0:20:00,1.1,87.4,0.9,3.9,100,0
28.12.2019. 0:10:00,1.2,87.8,1.1,3.9,100,0
28.12.2019. 0:00:00,1.1,89.3,1.1,3.9,100,0
27.12.2019. 23:50:00,1.1,89.3,1.1,3.9,100,0
27.12.2019. 23:40:00,1.2,88.8,1.2,3.9,100,0
27.12.2019. 23:30:00,1.3,88.1,1.2,3.9,100,0
27.12.2019. 23:20:00,1.3,88.2,1.2,4,100,0
27.12.2019. 23:10:00,1.3,88.2,1.2,4,100,0
27.12.2019. 23:00:00,0.9,89.4,0.8,4,100,0
27.12.2019. 22:50:00,0.7,89.9,0.4,4.1,100,0
27.12.2019. 22:40:00,0.4,89.9,0.1,4.1,100,0
27.12.2019. 22:30:00,0.1,89.7,-0.3,4.1,100,0
27.12.2019. 22:20:00,0.2,89.4,-0.4,4.1,100,0
27.12.2019. 22:10:00,0.3,89,-0.3,4.1,100,0
27.12.2019. 22:00:00,0.9,86.9,0.1,4.1,100,0
27.12.2019. 21:50:00,1.4,86.1,0.8,4.1,100,0
27.12.2019. 21:40:00,1,87.3,0.2,4.2,100,0
27.12.2019. 21:30:00,0.4,89.8,-0.3,4.1,100,0
27.12.2019. 21:20:00,0.4,89.9,-0.4,4.2,100,0
27.12.2019. 21:10:00,0.8,88.9,0,4.2,100,0
27.12.2019. 21:00:00,1.8,86.3,1.3,4.2,100,0
27.12.2019. 20:50:00,2.1,84.8,1.6,4.2,100,0
27.12.2019. 20:40:00,2.2,85.2,1.8,4.2,100,0
27.12.2019. 20:30:00,2.3,85.5,1.7,4.2,100,0
27.12.2019. 20:20:00,2.5,85.8,2.1,4.2,100,0
27.12.2019. 20:10:00,2.7,86.7,2.6,4.3,100,0
27.12.2019. 20:00:00,2.5,87.8,2.4,4.3,100,0
27.12.2019. 19:50:00,2.2,88.7,1.9,4.3,100,0
27.12.2019. 19:40:00,2.3,88.1,1.9,4.3,100,0
27.12.2019. 19:30:00,2.1,88.9,1.5,4.3,100,0
27.12.2019. 19:20:00,2,89.4,1.6,4.3,100,0
27.12.2019. 19:10:00,2,90,1.2,4.4,100,0
27.12.2019. 19:00:00,2.3,89.8,1.8,4.4,100,0
27.12.2019. 18:50:00,2.3,90.4,1.9,4.4,100,0
27.12.2019. 18:40:00,2.3,90.5,2.2,4.4,100,0
27.12.2019. 18:30:00,2.2,90.3,2,4.4,100,0
27.12.2019. 18:20:00,2,90.2,1.5,4.4,100,0
27.12.2019. 18:10:00,2.1,89.9,1.4,4.4,100,0
27.12.2019. 18:00:00,2,90.1,1.4,4.4,100,0
27.12.2019. 17:50:00,2.2,90,1.9,4.4,100,0
27.12.2019. 17:40:00,2.5,90.3,2.3,4.4,100,0
27.12.2019. 17:30:00,2.5,90.8,2.3,4.4,100,0
27.12.2019. 17:20:00,2.5,90.9,2.2,4.4,100,0
27.12.2019. 17:10:00,2.6,90.8,2.4,4.4,100,0
27.12.2019. 17:00:00,2.8,91.1,2.8,4.4,100,0
27.12.2019. 16:50:00,2.6,91.1,2.4,4.4,100,0
27.12.2019. 16:40:00,2.7,90.9,2.4,4.4,100,0
27.12.2019. 16:30:00,2.9,90.8,2.8,4.4,100,0
27.12.2019. 16:20:00,3.1,90.8,3,4.4,100,0
27.12.2019. 16:10:00,3.2,90.7,3.1,4.4,100,0.1
27.12.2019. 16:00:00,3.3,90.4,3.2,4.3,100,0
27.12.2019. 15:50:00,3.3,90.4,3.2,4.4,100,0
27.12.2019. 15:40:00,3.3,90.4,3.2,4.3,100,0
27.12.2019. 15:30:00,3.4,90.5,3.3,4.3,100,0
27.12.2019. 15:20:00,3.4,90.5,3.3,4.3,100,0
27.12.2019. 15:10:00,3.4,90.2,3.2,4.3,100,0
27.12.2019. 15:00:00,3.4,89.5,3.2,4.3,100,0
27.12.2019. 14:50:00,3.5,89.2,3.4,4.3,100,0
27.12.2019. 14:40:00,3.4,89.5,3.4,4.2,100,0
27.12.2019. 14:30:00,3.4,89.7,3.6,4.2,100,0
27.12.2019. 14:20:00,3.6,90.1,3.7,4.2,100,0
27.12.2019. 14:10:00,3.8,89.9,3.8,4.2,100,0
27.12.2019. 14:00:00,4.2,89,4.3,4.2,100,0
27.12.2019. 13:50:00,4.5,87.3,4.7,4.2,100,0
27.12.2019. 13:40:00,4.4,87.8,4.7,4.1,100,0
27.12.2019. 13:30:00,4.4,88.9,4.6,4.2,100,0
27.12.2019. 13:20:00,4.4,88.8,4.6,4.1,100,0
27.12.2019. 13:10:00,4.4,89.1,4.6,4.1,100,0
27.12.2019. 13:00:00,4.4,89.2,4.6,4.1,100,0
27.12.2019. 12:50:00,4.4,89.4,4.6,4.1,100,0
27.12.2019. 12:40:00,4.5,89.2,4.8,4.1,100,0
27.12.2019. 12:30:00,4.5,89.1,4.9,4,100,0
27.12.2019. 12:20:00,4.5,88.6,5,4,100,0
27.12.2019. 12:10:00,4.7,88.4,5.3,4,100,0
27.12.2019. 12:00:00,4.8,87.6,5.4,4,100,0
27.12.2019. 11:50:00,5,87.6,5.9,4,100,0
27.12.2019. 11:40:00,5,87.4,6.1,3.9,100,0
27.12.2019. 11:30:00,4.8,87.1,5.9,3.9,100,0
27.12.2019. 11:20:00,4.6,87.5,5.9,3.9,100,0
27.12.2019. 11:10:00,4.4,88,5.7,3.9,100,0
27.12.2019. 11:00:00,4,88.9,5.2,3.9,100,0
27.12.2019. 10:50:00,3.8,89,4.9,3.9,100,0
27.12.2019. 10:40:00,3.6,89,4.5,3.9,100,0
27.12.2019. 10:30:00,3.5,89.3,4.6,3.9,100,0
27.12.2019. 10:20:00,3.4,89.2,5.1,3.9,100,0
27.12.2019. 10:10:00,3.3,89.9,5,3.9,100,0
27.12.2019. 10:00:00,2.8,90.8,4.4,3.9,100,0
27.12.2019. 9:50:00,2.5,91.3,3.9,3.9,100,0
27.12.2019. 9:40:00,2.3,91.5,4.2,3.9,100,0
27.12.2019. 9:30:00,1.8,92,3.1,3.9,100,0
27.12.2019. 9:20:00,1.3,92.2,2,3.9,100,0
27.12.2019. 9:10:00,1.2,92.3,1.7,3.9,100,0
27.12.2019. 9:00:00,1,92.3,1.7,3.9,100,0
27.12.2019. 8:50:00,0.9,92.3,1.6,4,100,0
27.12.2019. 8:40:00,0.7,92.3,1.1,4,100,0
27.12.2019. 8:30:00,0.6,92.3,1,4,100,0
27.12.2019. 8:20:00,0.4,92.3,0.8,4,100,0
27.12.2019. 8:10:00,0.4,92.3,0.6,4,100,0
27.12.2019. 8:00:00,0.3,92.3,0.3,4,100,0
27.12.2019. 7:50:00,0.2,92.3,0.2,4.1,100,0
27.12.2019. 7:40:00,0.2,92.3,0.2,4.1,100,0
27.12.2019. 7:30:00,0.3,92.4,0.2,4.1,100,0
27.12.2019. 7:20:00,0.3,92.4,0.2,4.1,100,0
27.12.2019. 7:10:00,0.2,92.4,0.2,4.1,100,0
27.12.2019. 7:00:00,0.2,92.4,0.1,4.1,100,0
27.12.2019. 6:50:00,0.2,92.5,0,4.1,100,0
27.12.2019. 6:40:00,0,92.4,-0.1,4.1,100,0
27.12.2019. 6:30:00,-0.1,92.3,-0.2,4.1,100,0
27.12.2019. 6:20:00,0,92.3,-0.2,4.2,100,0
27.12.2019. 6:10:00,0,92.3,-0.4,4.2,100,0
27.12.2019. 6:00:00,-0.1,92.3,-0.6,4.2,100,0
27.12.2019. 5:50:00,-0.4,92,-0.8,4.2,100,0
27.12.2019. 5:40:00,-0.3,92,-0.9,4.2,100,0
27.12.2019. 5:30:00,-0.2,91.5,-0.8,4.2,100,0
27.12.2019. 5:20:00,0.1,91.7,-0.5,4.2,100,0
27.12.2019. 5:10:00,0.4,91.5,0,4.2,100,0
27.12.2019. 5:00:00,0.5,91.4,0,4.2,100,0
27.12.2019. 4:50:00,0.4,91.1,0.1,4.2,100,0
27.12.2019. 4:40:00,0.7,91.1,0.3,4.2,100,0
27.12.2019. 4:30:00,0.9,91,0.6,4.2,100,0
27.12.2019. 4:20:00,1,91,0.9,4.2,100,0
27.12.2019. 4:10:00,1.2,90.8,1.1,4.2,100,0
27.12.2019. 4:00:00,1.4,90.7,1.4,4.2,100,0
27.12.2019. 3:50:00,1.6,90.6,1.6,4.2,100,0
27.12.2019. 3:40:00,1.8,90.7,2,4.2,100,0
27.12.2019. 3:30:00,1.9,90.9,2,4.2,100,0
27.12.2019. 3:20:00,1.8,91,1.8,4.3,100,0
27.12.2019. 3:10:00,1.7,91,1.7,4.3,100,0
27.12.2019. 3:00:00,1.6,91.1,1.6,4.3,100,0
27.12.2019. 2:50:00,1.6,91,1.4,4.3,100,0
27.12.2019. 2:40:00,1.6,91.1,1.4,4.3,100,0
27.12.2019. 2:30:00,1.5,91,1.4,4.4,100,0
27.12.2019. 2:20:00,1.5,91.1,1.4,4.3,100,0
27.12.2019. 2:10:00,1.4,91.1,1.4,4.4,100,0
27.12.2019. 2:00:00,1.4,91.1,1.4,4.4,100,0
27.12.2019. 1:50:00,1.4,91.1,1.4,4.4,100,0
27.12.2019. 1:40:00,1.3,91.1,1.4,4.4,100,0
27.12.2019. 1:30:00,1.2,91.1,1.1,4.4,100,0
27.12.2019. 1:20:00,1.2,91,0.9,4.4,100,0
27.12.2019. 1:10:00,1.2,90.8,1,4.4,100,0
27.12.2019. 1:00:00,1.2,90.7,0.9,4.4,100,0
27.12.2019. 0:50:00,1.2,90.8,0.9,4.5,100,0
27.12.2019. 0:40:00,1.2,90.8,0.8,4.5,100,0
27.12.2019. 0:30:00,1.1,91,0.7,4.5,100,0
27.12.2019. 0:20:00,0.9,90.9,0.5,4.6,100,0
27.12.2019. 0:10:00,0.7,90.7,0.2,4.6,100,0
27.12.2019. 0:00:00,0.7,90.7,0.2,4.6,100,0
26.12.2019. 23:50:00,0.9,90.6,0.3,4.6,100,0
26.12.2019. 23:40:00,0.8,90.6,0.1,4.6,100,0
26.12.2019. 23:30:00,0.9,90.8,0.1,4.6,100,0
26.12.2019. 23:20:00,0.9,90.8,0.2,4.7,100,0
26.12.2019. 23:10:00,1,91,0.4,4.7,100,0
26.12.2019. 23:00:00,0.7,91.1,-0.2,4.7,100,0
26.12.2019. 22:50:00,0.4,90.6,-0.3,4.8,100,0
26.12.2019. 22:40:00,0.7,90.4,-0.2,4.8,100,0
26.12.2019. 22:30:00,1,90.7,0,4.8,100,0
26.12.2019. 22:20:00,0.9,90.8,-0.2,4.8,100,0
26.12.2019. 22:10:00,0.5,90.7,-0.2,4.8,100,0
26.12.2019. 22:00:00,0.7,90.5,-0.2,4.9,100,0
26.12.2019. 21:50:00,1,90.4,-0.1,4.9,100,0
26.12.2019. 21:40:00,1.2,90.6,0.1,4.9,100,0
26.12.2019. 21:30:00,1,90.6,0,4.9,100,0
26.12.2019. 21:20:00,1,90.6,0,5,100,0
26.12.2019. 21:10:00,0.8,90.4,-0.1,5,100,0
26.12.2019. 21:00:00,1.2,90.2,0.2,5,100,0
26.12.2019. 20:50:00,1.3,90.3,0.5,5.1,100,0
26.12.2019. 20:40:00,1.5,90.9,0.6,5.1,100,0
26.12.2019. 20:30:00,0.9,90.7,-0.1,5.1,100,0
26.12.2019. 20:20:00,0.9,90.6,-0.1,5.1,100,0
26.12.2019. 20:10:00,0.9,90.5,0,5.1,100,0
26.12.2019. 20:00:00,1.1,90.3,0,5.1,100,0
26.12.2019. 19:50:00,1.3,90.3,0.3,5.2,100,0
26.12.2019. 19:40:00,1.4,90,0.5,5.2,100,0
26.12.2019. 19:30:00,1.9,89.9,0.9,5.2,100,0
26.12.2019. 19:20:00,1.7,90,0.6,5.2,100,0
26.12.2019. 19:10:00,2,89.5,1.3,5.2,100,0
26.12.2019. 19:00:00,2.3,89.5,1.8,5.2,100,0
26.12.2019. 18:50:00,2.2,90,1.3,5.2,100,0
26.12.2019. 18:40:00,2,89.9,1.1,5.2,100,0
26.12.2019. 18:30:00,2.3,89.5,1.3,5.2,100,0
26.12.2019. 18:20:00,2.8,89.2,1.9,5.3,100,0
26.12.2019. 18:10:00,2.9,89.2,1.9,5.3,100,0
26.12.2019. 18:00:00,3,88.2,1.9,5.3,100,0
26.12.2019. 17:50:00,3.5,86.8,2.4,5.3,100,0
26.12.2019. 17:40:00,3.7,87.4,2.7,5.4,100,0
26.12.2019. 17:30:00,3.7,86.8,2.7,5.3,100,0
26.12.2019. 17:20:00,4.1,86.5,3.1,5.3,100,0
26.12.2019. 17:10:00,4.1,87.5,3.4,5.3,100,0
26.12.2019. 17:00:00,4.4,87.8,3.7,5.3,100,0
26.12.2019. 16:50:00,4.6,86.4,4,5.3,100,0
26.12.2019. 16:40:00,5.3,84.1,4.6,5.3,100,0
26.12.2019. 16:30:00,5.5,83.5,4.8,5.2,100,0
26.12.2019. 16:20:00,5.8,83.5,5,5.2,100,0
26.12.2019. 16:10:00,6.1,83.5,5.5,5.2,100,0
26.12.2019. 16:00:00,6.5,82.9,5.9,5.2,100,0
26.12.2019. 15:50:00,7.1,80.4,6.7,5.2,100,0
26.12.2019. 15:40:00,7.5,76.8,7.3,5.2,100,0
26.12.2019. 15:30:00,7.9,75.3,7.9,5.2,100,0
26.12.2019. 15:20:00,8.8,69.6,9.6,5.1,100,0
26.12.2019. 15:10:00,9,66.7,10.1,5.1,0,0
26.12.2019. 15:00:00,9.3,64.4,10.1,5.1,0,0
26.12.2019. 14:50:00,9.3,66.5,11.8,5,0,0
26.12.2019. 14:40:00,9.2,67.8,12.8,5,0,0
26.12.2019. 14:30:00,9.4,65.1,11.1,5,0,0
26.12.2019. 14:20:00,9.5,64.8,13.9,4.9,0,0
26.12.2019. 14:10:00,9.2,65,13.9,4.9,0,0
26.12.2019. 14:00:00,9.3,67.6,15.1,4.9,0,0
26.12.2019. 13:50:00,9.1,68.2,14.6,4.9,0,0
26.12.2019. 13:40:00,9,68.4,13.4,4.8,0,0
26.12.2019. 13:30:00,9.3,67.9,13.5,4.8,0,0
26.12.2019. 13:20:00,9.4,67,11.4,4.8,0,0
26.12.2019. 13:10:00,9.1,69.8,10.1,4.8,0,0
26.12.2019. 13:00:00,9.2,69,12.4,4.7,0,0
26.12.2019. 12:50:00,9.2,69.2,15.4,4.7,0,0
26.12.2019. 12:40:00,9.1,69.8,15,4.7,0,0
26.12.2019. 12:30:00,9.2,68.5,14.5,4.7,0,0
26.12.2019. 12:20:00,9.3,70.7,15.5,4.7,0,0
26.12.2019. 12:10:00,8.9,71.4,12.5,4.6,0,0
26.12.2019. 12:00:00,8.2,72.4,14.5,4.6,0,0
26.12.2019. 11:50:00,7.9,73.8,10.4,4.6,0,0
26.12.2019. 11:40:00,7.7,78,10.1,4.6,100,0
26.12.2019. 11:30:00,7.3,79.7,13.4,4.6,100,0
26.12.2019. 11:20:00,6.5,84.8,11.4,4.6,100,0
26.12.2019. 11:10:00,5.8,85.8,8.8,4.6,100,0
26.12.2019. 11:00:00,5.4,87.8,7.8,4.6,100,0
26.12.2019. 10:50:00,5.3,87.3,7.3,4.6,100,0
26.12.2019. 10:40:00,4.8,88,6.2,4.6,100,0
26.12.2019. 10:30:00,4.3,89,5.2,4.6,100,0
26.12.2019. 10:20:00,4.1,89.1,4.9,4.6,100,0
26.12.2019. 10:10:00,4,89,4.8,4.6,100,0
26.12.2019. 10:00:00,4,89.5,4.7,4.6,100,0
26.12.2019. 9:50:00,3.7,89.7,4.2,4.6,100,0
26.12.2019. 9:40:00,3.6,89.5,4.2,4.6,100,0
26.12.2019. 9:30:00,3.6,89.3,4.2,4.6,100,0
26.12.2019. 9:20:00,4,88.2,4.6,4.6,100,0
26.12.2019. 9:10:00,3.8,88.7,4.4,4.6,100,0
26.12.2019. 9:00:00,3.5,88.5,3.9,4.6,100,0
26.12.2019. 8:50:00,3.5,88.5,4.2,4.6,100,0
26.12.2019. 8:40:00,3.1,88.5,3.4,4.6,100,0
